Generation: 1 | 3.29956 0.559952  | Fitness: -2.14546
Generation: 2 | 1.47575 1.25259  | Fitness: -2.27742
Generation: 3 | 1.4667 1.23801  | Fitness: -2.26308
Generation: 4 | 1.4667 1.23801  | Fitness: -2.26308
Generation: 5 | 1.93437 1.17515  | Fitness: -4.8912
Generation: 6 | 1.90092 1.08419  | Fitness: -4.92128
Generation: 7 | 1.90037 1.06168  | Fitness: -4.95589
Generation: 8 | 1.90037 1.06168  | Fitness: -4.95589
Generation: 9 | 1.94515 1.07703  | Fitness: -5.02979
Generation: 10 | 1.94306 1.00494  | Fitness: -5.10565
Generation: 11 | 1.94313 1.02902  | Fitness: -5.09268
Generation: 12 | 1.94162 0.959699  | Fitness: -5.07813
Generation: 13 | 1.94162 0.959699  | Fitness: -5.07813
Generation: 14 | 1.93963 1.03808  | Fitness: -5.07686
Generation: 15 | 1.87993 0.971423  | Fitness: -5.00182
Generation: 16 | 1.87993 0.971423  | Fitness: -5.00182
Generation: 17 | 1.84872 0.973188  | Fitness: -4.96912
Generation: 18 | 1.88445 1.03078  | Fitness: -4.96661
Generation: 19 | 1.88292 1.02906  | Fitness: -4.96581
Generation: 20 | 1.87898 1.0218  | Fitness: -4.9677
Generation: 21 | 1.87898 1.0218  | Fitness: -4.9677
Generation: 22 | 1.84383 0.967949  | Fitness: -4.9671
Generation: 23 | 1.84383 0.967949  | Fitness: -4.9671
Generation: 24 | 1.84366 0.967795  | Fitness: -4.96702
Generation: 25 | 1.84366 0.967795  | Fitness: -4.96702
Generation: 26 | 1.87336 1.0147  | Fitness: -4.96618
Generation: 27 | 1.87336 1.0147  | Fitness: -4.96618
Generation: 28 | 1.87096 1.01167  | Fitness: -4.96563
Generation: 29 | 1.87096 1.01167  | Fitness: -4.96563
Generation: 30 | 1.87096 1.01167  | Fitness: -4.96563
Generation: 31 | 1.87096 1.01167  | Fitness: -4.96563
Generation: 32 | 1.86982 1.01087  | Fitness: -4.96463
Generation: 33 | 1.86982 1.01087  | Fitness: -4.96463
Generation: 34 | 1.86975 1.0108  | Fitness: -4.96459
Generation: 35 | 1.8697 1.01076  | Fitness: -4.96457
Generation: 36 | 1.8697 1.01076  | Fitness: -4.96457
Generation: 37 | 1.86952 1.01062  | Fitness: -4.96443
Generation: 38 | 1.86755 1.00795  | Fitness: -4.96429
Generation: 39 | 1.86593 1.00678  | Fitness: -4.96304
Generation: 40 | 1.86586 1.00672  | Fitness: -4.96298
Generation: 41 | 1.8658 1.00666  | Fitness: -4.96295
Generation: 42 | 1.86482 1.00594  | Fitness: -4.96222
Generation: 43 | 1.86456 1.00576  | Fitness: -4.96203
Generation: 44 | 1.86447 1.00566  | Fitness: -4.962
Generation: 45 | 1.86447 1.00566  | Fitness: -4.962
Generation: 46 | 1.86447 1.00566  | Fitness: -4.962
Generation: 47 | 1.86447 1.00566  | Fitness: -4.962
Generation: 48 | 1.86439 1.0056  | Fitness: -4.96194
Generation: 49 | 1.86435 1.00557  | Fitness: -4.96192
Generation: 50 | 1.86434 1.00559  | Fitness: -4.96188
Generation: 51 | 1.86434 1.00559  | Fitness: -4.96188
Generation: 52 | 1.86434 1.00559  | Fitness: -4.96188
Generation: 53 | 1.86434 1.00559  | Fitness: -4.96188
Generation: 54 | 1.86434 1.00559  | Fitness: -4.96188
Generation: 55 | 1.86434 1.00559  | Fitness: -4.96188
Generation: 56 | 1.86433 1.00559  | Fitness: -4.96188
Generation: 57 | 1.86433 1.00559  | Fitness: -4.96188
Generation: 58 | 1.86415 1.00544  | Fitness: -4.96177
Generation: 59 | 1.86412 1.00542  | Fitness: -4.96175
Generation: 60 | 1.86412 1.00542  | Fitness: -4.96175
Generation: 61 | 1.86412 1.00542  | Fitness: -4.96175
Generation: 62 | 1.86412 1.00542  | Fitness: -4.96175
Generation: 63 | 1.86412 1.00542  | Fitness: -4.96175
Generation: 64 | 1.8641 1.0054  | Fitness: -4.96174
Generation: 65 | 1.8641 1.0054  | Fitness: -4.96173
Generation: 66 | 1.8641 1.0054  | Fitness: -4.96173
Generation: 67 | 1.8641 1.0054  | Fitness: -4.96173
Generation: 68 | 1.8641 1.00539  | Fitness: -4.96173
Generation: 69 | 1.86408 1.00538  | Fitness: -4.96172
Generation: 70 | 1.86408 1.00538  | Fitness: -4.96172
Generation: 71 | 1.86406 1.00536  | Fitness: -4.96171
Generation: 72 | 1.86406 1.00536  | Fitness: -4.96171
Generation: 73 | 1.86406 1.00536  | Fitness: -4.96171
Generation: 74 | 1.86406 1.00536  | Fitness: -4.96171
Generation: 75 | 1.86405 1.00536  | Fitness: -4.96171
Generation: 76 | 1.86405 1.00536  | Fitness: -4.96171
Generation: 77 | 1.86405 1.00536  | Fitness: -4.96171
Generation: 78 | 1.86405 1.00536  | Fitness: -4.96171
Generation: 79 | 1.864 1.00532  | Fitness: -4.96167
Generation: 80 | 1.864 1.00531  | Fitness: -4.96167
Generation: 81 | 1.864 1.00531  | Fitness: -4.96167
Generation: 82 | 1.864 1.00531  | Fitness: -4.96167
Generation: 83 | 1.864 1.00531  | Fitness: -4.96167
Generation: 84 | 1.864 1.00531  | Fitness: -4.96167
Generation: 85 | 1.86399 1.00531  | Fitness: -4.96166
Generation: 86 | 1.86397 1.0053  | Fitness: -4.96165
Generation: 87 | 1.86397 1.00529  | Fitness: -4.96165
Generation: 88 | 1.86396 1.00529  | Fitness: -4.96164
Generation: 89 | 1.86396 1.00529  | Fitness: -4.96164
Generation: 90 | 1.86396 1.00529  | Fitness: -4.96164
Generation: 91 | 1.86394 1.00527  | Fitness: -4.96162
Generation: 92 | 1.86391 1.00525  | Fitness: -4.96161
Generation: 93 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 94 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 95 | 1.86391 1.00525  | Fitness: -4.9616
