Generation: 1 | 1.87529 0.912786  | Fitness: -4.93785
Generation: 2 | 1.96373 1.00239  | Fitness: -5.13625
Generation: 3 | 1.96373 1.00239  | Fitness: -5.13625
Generation: 4 | 1.86466 0.956636  | Fitness: -4.98222
Generation: 5 | 1.80161 0.819787  | Fitness: -4.73231
Generation: 6 | 1.85841 0.8646  | Fitness: -4.83932
Generation: 7 | 1.98779 0.975921  | Fitness: -5.14366
Generation: 8 | 1.98779 0.975921  | Fitness: -5.14366
Generation: 9 | 1.98779 0.975921  | Fitness: -5.14366
Generation: 10 | 1.98779 0.975921  | Fitness: -5.14366
Generation: 11 | 1.98927 0.978121  | Fitness: -5.14638
Generation: 12 | 1.98613 0.976449  | Fitness: -5.14329
Generation: 13 | 1.98613 0.976449  | Fitness: -5.14329
Generation: 14 | 1.98613 0.976449  | Fitness: -5.14329
Generation: 15 | 1.99104 0.983578  | Fitness: -5.15151
Generation: 16 | 2.0175 0.999358  | Fitness: -5.1575
Generation: 17 | 2.0175 0.999358  | Fitness: -5.1575
Generation: 18 | 2.01752 0.999383  | Fitness: -5.15749
Generation: 19 | 2.01752 0.999383  | Fitness: -5.15749
Generation: 20 | 2.02013 1.00483  | Fitness: -5.15673
Generation: 21 | 2.02013 1.00483  | Fitness: -5.15673
Generation: 22 | 2.02013 1.00483  | Fitness: -5.15673
Generation: 23 | 2.01662 1.00286  | Fitness: -5.15854
Generation: 24 | 2.01461 1.00178  | Fitness: -5.15933
Generation: 25 | 2.01296 1.00074  | Fitness: -5.15981
Generation: 26 | 2.00971 0.998986  | Fitness: -5.16044
Generation: 27 | 2.00983 0.999137  | Fitness: -5.16045
Generation: 28 | 2.00705 0.9974  | Fitness: -5.16056
Generation: 29 | 2.00747 0.99747  | Fitness: -5.16051
Generation: 30 | 2.00741 0.99744  | Fitness: -5.16051
Generation: 31 | 2.00741 0.99744  | Fitness: -5.16051
Generation: 32 | 2.00469 0.999864  | Fitness: -5.16142
Generation: 33 | 2.00469 0.999864  | Fitness: -5.16142
Generation: 34 | 2.0061 0.999972  | Fitness: -5.16132
Generation: 35 | 2.00605 0.999873  | Fitness: -5.1613
Generation: 36 | 2.00285 0.999042  | Fitness: -5.1613
Generation: 37 | 2.00332 0.999147  | Fitness: -5.16132
Generation: 38 | 2.00337 0.999157  | Fitness: -5.16132
Generation: 39 | 2.00534 1.00085  | Fitness: -5.16156
Generation: 40 | 2.00531 1.00082  | Fitness: -5.16156
Generation: 41 | 2.00534 1.00047  | Fitness: -5.16149
Generation: 42 | 2.00534 1.00047  | Fitness: -5.16149
