Generation: 1 | 2.44618 0.844877  | Fitness: -3.75017
Generation: 2 | 2.35641 0.94668  | Fitness: -4.49438
Generation: 3 | 2.40257 0.944037  | Fitness: -4.23255
Generation: 4 | 2.25477 0.990166  | Fitness: -4.74317
Generation: 5 | 2.15677 0.875116  | Fitness: -4.79769
Generation: 6 | 2.15677 0.875116  | Fitness: -4.79769
Generation: 7 | 2.06685 0.816957  | Fitness: -4.9522
Generation: 8 | 2.09599 0.816599  | Fitness: -4.93817
Generation: 9 | 2.09385 0.814738  | Fitness: -4.9399
Generation: 10 | 2.09782 0.871639  | Fitness: -4.93747
Generation: 11 | 2.09571 0.868893  | Fitness: -4.9408
Generation: 12 | 2.09106 0.868127  | Fitness: -4.94825
Generation: 13 | 1.95965 1.11818  | Fitness: -4.97616
Generation: 14 | 2.0865 0.855215  | Fitness: -4.95219
Generation: 15 | 2.08871 0.906722  | Fitness: -4.96838
Generation: 16 | 2.08544 0.903425  | Fitness: -4.97285
Generation: 17 | 2.08157 1.01028  | Fitness: -5.05914
Generation: 18 | 1.99533 0.951668  | Fitness: -5.11599
Generation: 19 | 1.99667 0.958264  | Fitness: -5.12606
Generation: 20 | 1.99667 0.958264  | Fitness: -5.12606
Generation: 21 | 1.98944 0.994497  | Fitness: -5.15679
Generation: 22 | 1.98944 0.994497  | Fitness: -5.15679
Generation: 23 | 1.99065 0.993688  | Fitness: -5.15701
Generation: 24 | 1.99063 0.994483  | Fitness: -5.15731
Generation: 25 | 1.98605 0.990704  | Fitness: -5.15342
Generation: 26 | 1.98596 0.990645  | Fitness: -5.15335
Generation: 27 | 1.98346 0.988391  | Fitness: -5.15065
Generation: 28 | 1.98334 0.988243  | Fitness: -5.15049
Generation: 29 | 1.98322 0.988101  | Fitness: -5.15033
Generation: 30 | 1.98088 0.986039  | Fitness: -5.1475
Generation: 31 | 1.98111 0.985474  | Fitness: -5.1473
Generation: 32 | 1.98064 0.984425  | Fitness: -5.14627
Generation: 33 | 1.98211 0.985154  | Fitness: -5.14778
Generation: 34 | 1.98211 0.985154  | Fitness: -5.14778
Generation: 35 | 1.97832 0.981776  | Fitness: -5.14262
Generation: 36 | 1.97832 0.981776  | Fitness: -5.14262
Generation: 37 | 1.97832 0.981776  | Fitness: -5.14262
Generation: 38 | 1.97921 0.981805  | Fitness: -5.14332
Generation: 39 | 1.98033 0.982313  | Fitness: -5.14454
Generation: 40 | 1.98033 0.982313  | Fitness: -5.14454
Generation: 41 | 1.98021 0.982269  | Fitness: -5.14442
Generation: 42 | 1.98127 0.982748  | Fitness: -5.14553
Generation: 43 | 1.98111 0.982548  | Fitness: -5.14526
Generation: 44 | 1.98099 0.982467  | Fitness: -5.14512
Generation: 45 | 1.98083 0.98238  | Fitness: -5.14495
Generation: 46 | 1.98068 0.982194  | Fitness: -5.1447
Generation: 47 | 1.98075 0.982178  | Fitness: -5.14474
Generation: 48 | 1.98075 0.982178  | Fitness: -5.14474
Generation: 49 | 1.98075 0.982178  | Fitness: -5.14474
Generation: 50 | 1.98068 0.982112  | Fitness: -5.14463
Generation: 51 | 1.98057 0.982051  | Fitness: -5.14451
Generation: 52 | 1.97989 0.981412  | Fitness: -5.14353
Generation: 53 | 1.97982 0.981369  | Fitness: -5.14344
Generation: 54 | 1.97982 0.981369  | Fitness: -5.14344
Generation: 55 | 1.97982 0.981369  | Fitness: -5.14344
Generation: 56 | 1.97976 0.981325  | Fitness: -5.14337
Generation: 57 | 1.97976 0.981325  | Fitness: -5.14337
Generation: 58 | 1.97976 0.981325  | Fitness: -5.14337
Generation: 59 | 1.97976 0.981325  | Fitness: -5.14337
Generation: 60 | 1.97975 0.981321  | Fitness: -5.14336
Generation: 61 | 1.97975 0.981321  | Fitness: -5.14336
Generation: 62 | 1.97971 0.98129  | Fitness: -5.1433
Generation: 63 | 1.97945 0.981119  | Fitness: -5.14297
Generation: 64 | 1.97945 0.981119  | Fitness: -5.14297
Generation: 65 | 1.97945 0.981119  | Fitness: -5.14297
Generation: 66 | 1.97945 0.981119  | Fitness: -5.14297
Generation: 67 | 1.97945 0.981118  | Fitness: -5.14297
Generation: 68 | 1.97945 0.981118  | Fitness: -5.14297
Generation: 69 | 1.97945 0.981118  | Fitness: -5.14297
Generation: 70 | 1.97941 0.981095  | Fitness: -5.14293
Generation: 71 | 1.97936 0.981049  | Fitness: -5.14285
Generation: 72 | 1.97755 0.979782  | Fitness: -5.14044
Generation: 73 | 1.97755 0.979775  | Fitness: -5.14043
Generation: 74 | 1.97732 0.979396  | Fitness: -5.13993
Generation: 75 | 1.97675 0.978946  | Fitness: -5.13909
Generation: 76 | 1.97641 0.978665  | Fitness: -5.13857
Generation: 77 | 1.97641 0.978665  | Fitness: -5.13857
Generation: 78 | 1.97588 0.978186  | Fitness: -5.13773
Generation: 79 | 1.97555 0.977917  | Fitness: -5.13721
Generation: 80 | 1.97555 0.977917  | Fitness: -5.13721
Generation: 81 | 1.97555 0.977917  | Fitness: -5.13721
Generation: 82 | 1.97552 0.977896  | Fitness: -5.13716
Generation: 83 | 1.97516 0.977608  | Fitness: -5.1366
Generation: 84 | 1.97516 0.977608  | Fitness: -5.1366
Generation: 85 | 1.97372 0.976629  | Fitness: -5.13447
Generation: 86 | 1.97201 0.975512  | Fitness: -5.13188
Generation: 87 | 1.97039 0.97445  | Fitness: -5.12933
Generation: 88 | 1.97039 0.97445  | Fitness: -5.12933
Generation: 89 | 1.97033 0.974415  | Fitness: -5.12924
Generation: 90 | 1.96864 0.973304  | Fitness: -5.12648
Generation: 91 | 1.96864 0.973304  | Fitness: -5.12648
Generation: 92 | 1.96859 0.973274  | Fitness: -5.1264
Generation: 93 | 1.96859 0.973274  | Fitness: -5.1264
Generation: 94 | 1.96647 0.971766  | Fitness: -5.12268
Generation: 95 | 1.96647 0.971766  | Fitness: -5.12268
Generation: 96 | 1.96647 0.971766  | Fitness: -5.12268
Generation: 97 | 1.96481 0.970683  | Fitness: -5.11979
Generation: 98 | 1.96473 0.970629  | Fitness: -5.11964
Generation: 99 | 1.96466 0.970577  | Fitness: -5.1195
Generation: 100 | 1.96466 0.970577  | Fitness: -5.1195
Generation: 101 | 1.9645 0.970473  | Fitness: -5.11922
Generation: 102 | 1.9645 0.970473  | Fitness: -5.11922
Generation: 103 | 1.96438 0.970393  | Fitness: -5.119
Generation: 104 | 1.96438 0.970393  | Fitness: -5.119
Generation: 105 | 1.96408 0.970201  | Fitness: -5.11848
Generation: 106 | 1.96398 0.970135  | Fitness: -5.1183
Generation: 107 | 1.96388 0.970069  | Fitness: -5.11812
Generation: 108 | 1.96381 0.970018  | Fitness: -5.11798
Generation: 109 | 1.96381 0.970018  | Fitness: -5.11798
Generation: 110 | 1.96381 0.970018  | Fitness: -5.11798
Generation: 111 | 1.96367 0.969929  | Fitness: -5.11773
Generation: 112 | 1.96344 0.969773  | Fitness: -5.11731
Generation: 113 | 1.96338 0.969737  | Fitness: -5.11721
Generation: 114 | 1.96338 0.969737  | Fitness: -5.11721
Generation: 115 | 1.96338 0.969737  | Fitness: -5.11721
Generation: 116 | 1.96338 0.969737  | Fitness: -5.11721
Generation: 117 | 1.96338 0.969737  | Fitness: -5.11721
Generation: 118 | 1.96325 0.969649  | Fitness: -5.11696
Generation: 119 | 1.96325 0.969646  | Fitness: -5.11696
