Generation: 1 | 3.37337 1.02027  | Fitness: -2.78285
Generation: 2 | 3.33179 0.91651  | Fitness: -2.73111
Generation: 3 | 0.688149 0.576045  | Fitness: -2.63643
Generation: 4 | 0.693775 0.640355  | Fitness: -2.40553
Generation: 5 | 0.691336 0.590948  | Fitness: -2.58472
Generation: 6 | 1.74596 0.739987  | Fitness: -4.37567
Generation: 7 | 1.72731 0.695288  | Fitness: -4.10534
Generation: 8 | 1.70134 0.697032  | Fitness: -3.95365
Generation: 9 | 1.69474 0.918994  | Fitness: -4.73321
Generation: 10 | 1.69474 0.918994  | Fitness: -4.73321
Generation: 11 | 1.70123 0.915164  | Fitness: -4.754
Generation: 12 | 1.70123 0.915164  | Fitness: -4.754
Generation: 13 | 1.69773 0.908739  | Fitness: -4.73043
Generation: 14 | 1.65409 0.831147  | Fitness: -4.26017
Generation: 15 | 1.65229 0.829886  | Fitness: -4.24375
Generation: 16 | 1.65237 0.884143  | Fitness: -4.44728
Generation: 17 | 1.65237 0.884143  | Fitness: -4.44728
Generation: 18 | 1.65133 0.882687  | Fitness: -4.43694
Generation: 19 | 1.65016 0.883101  | Fitness: -4.43117
Generation: 20 | 1.65016 0.883101  | Fitness: -4.43117
Generation: 21 | 1.65015 0.883085  | Fitness: -4.43104
Generation: 22 | 1.66901 0.925439  | Fitness: -4.6195
Generation: 23 | 1.66684 0.922642  | Fitness: -4.60514
Generation: 24 | 1.66684 0.922642  | Fitness: -4.60514
Generation: 25 | 1.66684 0.922642  | Fitness: -4.60514
Generation: 26 | 1.66487 0.920597  | Fitness: -4.59223
Generation: 27 | 1.66361 0.919527  | Fitness: -4.58403
Generation: 28 | 1.66361 0.919527  | Fitness: -4.58403
Generation: 29 | 1.66361 0.919527  | Fitness: -4.58403
Generation: 30 | 1.66361 0.919527  | Fitness: -4.58403
Generation: 31 | 1.66361 0.919527  | Fitness: -4.58403
Generation: 32 | 1.66358 0.919504  | Fitness: -4.58388
Generation: 33 | 1.66358 0.919504  | Fitness: -4.58388
Generation: 34 | 1.66358 0.919504  | Fitness: -4.58388
Generation: 35 | 1.66188 0.917761  | Fitness: -4.57228
Generation: 36 | 1.66047 0.916735  | Fitness: -4.56299
Generation: 37 | 1.66042 0.916689  | Fitness: -4.56265
Generation: 38 | 1.66042 0.916689  | Fitness: -4.56265
Generation: 39 | 1.65869 0.915338  | Fitness: -4.55101
Generation: 40 | 1.65869 0.915338  | Fitness: -4.55101
Generation: 41 | 1.65869 0.915338  | Fitness: -4.55101
Generation: 42 | 1.65869 0.915338  | Fitness: -4.55101
Generation: 43 | 1.6573 0.914328  | Fitness: -4.54162
Generation: 44 | 1.65581 0.913136  | Fitness: -4.53119
Generation: 45 | 1.65578 0.913119  | Fitness: -4.53104
Generation: 46 | 1.65309 0.910991  | Fitness: -4.51195
Generation: 47 | 1.65185 0.910104  | Fitness: -4.50315
Generation: 48 | 1.65185 0.910104  | Fitness: -4.50315
Generation: 49 | 1.65183 0.910088  | Fitness: -4.50299
Generation: 50 | 1.65058 0.909118  | Fitness: -4.4939
Generation: 51 | 1.65054 0.909084  | Fitness: -4.49358
Generation: 52 | 1.65048 0.909037  | Fitness: -4.49313
Generation: 53 | 1.64928 0.908162  | Fitness: -4.48442
Generation: 54 | 1.64928 0.908162  | Fitness: -4.48442
Generation: 55 | 1.64928 0.908162  | Fitness: -4.48442
Generation: 56 | 1.64921 0.908103  | Fitness: -4.48388
Generation: 57 | 1.64918 0.90808  | Fitness: -4.48365
Generation: 58 | 1.64805 0.90725  | Fitness: -4.47531
Generation: 59 | 1.64797 0.907197  | Fitness: -4.47477
Generation: 60 | 1.64795 0.90718  | Fitness: -4.47461
Generation: 61 | 1.64795 0.90718  | Fitness: -4.47461
Generation: 62 | 1.6469 0.906414  | Fitness: -4.46681
Generation: 63 | 1.6469 0.90641  | Fitness: -4.46678
Generation: 64 | 1.6469 0.90641  | Fitness: -4.46678
Generation: 65 | 1.6469 0.90641  | Fitness: -4.46678
Generation: 66 | 1.6469 0.906408  | Fitness: -4.46676
Generation: 67 | 1.64687 0.90639  | Fitness: -4.46658
Generation: 68 | 1.6468 0.906337  | Fitness: -4.46604
Generation: 69 | 1.6468 0.906334  | Fitness: -4.46601
Generation: 70 | 1.64676 0.906305  | Fitness: -4.46573
Generation: 71 | 1.64676 0.906305  | Fitness: -4.46573
Generation: 72 | 1.64671 0.90627  | Fitness: -4.46538
Generation: 73 | 1.64671 0.90627  | Fitness: -4.46538
Generation: 74 | 1.64671 0.90627  | Fitness: -4.46538
Generation: 75 | 1.64671 0.906268  | Fitness: -4.46536
Generation: 76 | 1.64671 0.906268  | Fitness: -4.46536
Generation: 77 | 1.64671 0.906268  | Fitness: -4.46536
Generation: 78 | 1.64671 0.906268  | Fitness: -4.46536
Generation: 79 | 1.64667 0.90624  | Fitness: -4.46508
Generation: 80 | 1.64667 0.906238  | Fitness: -4.46506
Generation: 81 | 1.64667 0.906238  | Fitness: -4.46506
Generation: 82 | 1.64664 0.906215  | Fitness: -4.46483
Generation: 83 | 1.6466 0.906184  | Fitness: -4.46452
Generation: 84 | 1.64658 0.906167  | Fitness: -4.46436
Generation: 85 | 1.64655 0.906148  | Fitness: -4.46416
Generation: 86 | 1.6465 0.906112  | Fitness: -4.46382
Generation: 87 | 1.6465 0.90611  | Fitness: -4.46376
Generation: 88 | 1.64647 0.906094  | Fitness: -4.4636
Generation: 89 | 1.64639 0.906024  | Fitness: -4.46293
Generation: 90 | 1.64638 0.906024  | Fitness: -4.46289
Generation: 91 | 1.64638 0.906024  | Fitness: -4.46289
Generation: 92 | 1.64638 0.906024  | Fitness: -4.46289
Generation: 93 | 1.64634 0.905994  | Fitness: -4.46257
Generation: 94 | 1.64633 0.905992  | Fitness: -4.46255
Generation: 95 | 1.64633 0.905992  | Fitness: -4.46255
Generation: 96 | 1.64633 0.905992  | Fitness: -4.46255
Generation: 97 | 1.64633 0.905992  | Fitness: -4.46255
Generation: 98 | 1.64633 0.905991  | Fitness: -4.46254
Generation: 99 | 1.64633 0.905991  | Fitness: -4.46254
Generation: 100 | 1.64633 0.905991  | Fitness: -4.46254
Generation: 101 | 1.64633 0.905991  | Fitness: -4.46254
Generation: 102 | 1.64633 0.905991  | Fitness: -4.46254
Generation: 103 | 1.64633 0.905991  | Fitness: -4.46254
Generation: 104 | 1.64633 0.90599  | Fitness: -4.46253
Generation: 105 | 1.64633 0.905989  | Fitness: -4.46252
Generation: 106 | 1.64633 0.905988  | Fitness: -4.46251
Generation: 107 | 1.64631 0.905972  | Fitness: -4.46235
Generation: 108 | 1.64629 0.905958  | Fitness: -4.4622
Generation: 109 | 1.64629 0.905956  | Fitness: -4.46219
Generation: 110 | 1.64627 0.905944  | Fitness: -4.46206
Generation: 111 | 1.64624 0.90592  | Fitness: -4.46184
Generation: 112 | 1.64622 0.905908  | Fitness: -4.46171
Generation: 113 | 1.64622 0.905905  | Fitness: -4.46168
Generation: 114 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 115 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 116 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 117 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 118 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 119 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 120 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 121 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 122 | 1.64616 0.905857  | Fitness: -4.46121
Generation: 123 | 1.64612 0.905831  | Fitness: -4.46094
Generation: 124 | 1.64612 0.905831  | Fitness: -4.46094
Generation: 125 | 1.64612 0.905831  | Fitness: -4.46094
Generation: 126 | 1.64612 0.905831  | Fitness: -4.46094
Generation: 127 | 1.64612 0.905829  | Fitness: -4.46092
Generation: 128 | 1.64609 0.905803  | Fitness: -4.46067
Generation: 129 | 1.64606 0.905784  | Fitness: -4.46048
Generation: 130 | 1.64606 0.90578  | Fitness: -4.46045
Generation: 131 | 1.64606 0.90578  | Fitness: -4.46045
Generation: 132 | 1.64605 0.905776  | Fitness: -4.46041
Generation: 133 | 1.64603 0.905759  | Fitness: -4.46024
Generation: 134 | 1.64602 0.905756  | Fitness: -4.46021
Generation: 135 | 1.64601 0.905742  | Fitness: -4.46007
Generation: 136 | 1.646 0.905741  | Fitness: -4.46006
Generation: 137 | 1.646 0.905739  | Fitness: -4.46004
Generation: 138 | 1.64598 0.905721  | Fitness: -4.45987
Generation: 139 | 1.64596 0.905704  | Fitness: -4.45969
Generation: 140 | 1.64595 0.905702  | Fitness: -4.45968
Generation: 141 | 1.64595 0.905702  | Fitness: -4.45968
Generation: 142 | 1.64595 0.905702  | Fitness: -4.45968
Generation: 143 | 1.64595 0.905702  | Fitness: -4.45968
Generation: 144 | 1.64595 0.905701  | Fitness: -4.45967
Generation: 145 | 1.64595 0.905701  | Fitness: -4.45967
Generation: 146 | 1.64595 0.905696  | Fitness: -4.45962
Generation: 147 | 1.64595 0.905696  | Fitness: -4.45962
Generation: 148 | 1.64595 0.905696  | Fitness: -4.45962
Generation: 149 | 1.64594 0.905694  | Fitness: -4.4596
Generation: 150 | 1.64594 0.905694  | Fitness: -4.4596
Generation: 151 | 1.64594 0.905692  | Fitness: -4.45958
Generation: 152 | 1.64594 0.905691  | Fitness: -4.45957
Generation: 153 | 1.64594 0.905688  | Fitness: -4.45953
Generation: 154 | 1.64588 0.905645  | Fitness: -4.4591
